ID,0,1,2
group:memory__shared_table,"l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,smsp__inst_executed_op_ldsm.sum,smsp__inst_executed_op_shared_atom.sum,smsp__sass_inst_executed_op_shared_ld.sum,smsp__sass_inst_executed_op_shared_st.sum","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,smsp__inst_executed_op_ldsm.sum,smsp__inst_executed_op_shared_atom.sum,smsp__sass_inst_executed_op_shared_ld.sum,smsp__sass_inst_executed_op_shared_st.sum","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed,smsp__inst_executed_op_ldsm.sum,smsp__inst_executed_op_shared_atom.sum,smsp__sass_inst_executed_op_shared_ld.sum,smsp__sass_inst_executed_op_shared_st.sum"
group:smsp__pcsamp_warp_stall_reasons,"smsp__pcsamp_warps_issue_stalled_barrier,smsp__pcsamp_warps_issue_stalled_branch_resolving,smsp__pcsamp_warps_issue_stalled_dispatch_stall,smsp__pcsamp_warps_issue_stalled_drain,smsp__pcsamp_warps_issue_stalled_imc_miss,smsp__pcsamp_warps_issue_stalled_lg_throttle,smsp__pcsamp_warps_issue_stalled_long_scoreboard,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle,smsp__pcsamp_warps_issue_stalled_membar,smsp__pcsamp_warps_issue_stalled_mio_throttle,smsp__pcsamp_warps_issue_stalled_misc,smsp__pcsamp_warps_issue_stalled_no_instructions,smsp__pcsamp_warps_issue_stalled_not_selected,smsp__pcsamp_warps_issue_stalled_selected,smsp__pcsamp_warps_issue_stalled_short_scoreboard,smsp__pcsamp_warps_issue_stalled_sleeping,smsp__pcsamp_warps_issue_stalled_tex_throttle,smsp__pcsamp_warps_issue_stalled_wait","smsp__pcsamp_warps_issue_stalled_barrier,smsp__pcsamp_warps_issue_stalled_branch_resolving,smsp__pcsamp_warps_issue_stalled_dispatch_stall,smsp__pcsamp_warps_issue_stalled_drain,smsp__pcsamp_warps_issue_stalled_imc_miss,smsp__pcsamp_warps_issue_stalled_lg_throttle,smsp__pcsamp_warps_issue_stalled_long_scoreboard,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle,smsp__pcsamp_warps_issue_stalled_membar,smsp__pcsamp_warps_issue_stalled_mio_throttle,smsp__pcsamp_warps_issue_stalled_misc,smsp__pcsamp_warps_issue_stalled_no_instructions,smsp__pcsamp_warps_issue_stalled_not_selected,smsp__pcsamp_warps_issue_stalled_selected,smsp__pcsamp_warps_issue_stalled_short_scoreboard,smsp__pcsamp_warps_issue_stalled_sleeping,smsp__pcsamp_warps_issue_stalled_tex_throttle,smsp__pcsamp_warps_issue_stalled_wait","smsp__pcsamp_warps_issue_stalled_barrier,smsp__pcsamp_warps_issue_stalled_branch_resolving,smsp__pcsamp_warps_issue_stalled_dispatch_stall,smsp__pcsamp_warps_issue_stalled_drain,smsp__pcsamp_warps_issue_stalled_imc_miss,smsp__pcsamp_warps_issue_stalled_lg_throttle,smsp__pcsamp_warps_issue_stalled_long_scoreboard,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle,smsp__pcsamp_warps_issue_stalled_membar,smsp__pcsamp_warps_issue_stalled_mio_throttle,smsp__pcsamp_warps_issue_stalled_misc,smsp__pcsamp_warps_issue_stalled_no_instructions,smsp__pcsamp_warps_issue_stalled_not_selected,smsp__pcsamp_warps_issue_stalled_selected,smsp__pcsamp_warps_issue_stalled_short_scoreboard,smsp__pcsamp_warps_issue_stalled_sleeping,smsp__pcsamp_warps_issue_stalled_tex_throttle,smsp__pcsamp_warps_issue_stalled_wait"
group:smsp__pcsamp_warp_stall_reasons_not_issued,"smsp__pcsamp_warps_issue_stalled_barrier_not_issued,smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued,smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued,smsp__pcsamp_warps_issue_stalled_drain_not_issued,smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued,smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_membar_not_issued,smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_misc_not_issued,smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued,smsp__pcsamp_warps_issue_stalled_not_selected_not_issued,smsp__pcsamp_warps_issue_stalled_selected_not_issued,smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_sleeping_not_issued,smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_wait_not_issued","smsp__pcsamp_warps_issue_stalled_barrier_not_issued,smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued,smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued,smsp__pcsamp_warps_issue_stalled_drain_not_issued,smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued,smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_membar_not_issued,smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_misc_not_issued,smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued,smsp__pcsamp_warps_issue_stalled_not_selected_not_issued,smsp__pcsamp_warps_issue_stalled_selected_not_issued,smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_sleeping_not_issued,smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_wait_not_issued","smsp__pcsamp_warps_issue_stalled_barrier_not_issued,smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued,smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued,smsp__pcsamp_warps_issue_stalled_drain_not_issued,smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued,smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_membar_not_issued,smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_misc_not_issued,smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued,smsp__pcsamp_warps_issue_stalled_not_selected_not_issued,smsp__pcsamp_warps_issue_stalled_selected_not_issued,smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued,smsp__pcsamp_warps_issue_stalled_sleeping_not_issued,smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued,smsp__pcsamp_warps_issue_stalled_wait_not_issued"
idc__request_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.13
idc__request_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.04,0.04,0.13
idc__request_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0.13
idc__request_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.13
idc__request_hit_rate.pct [%],99.27,99.27,99.94
idc__requests.sum,137,137,207124
idc__requests.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.13
inst_executed [inst],34829 {10065},34829 {10065},303431515 {7479}
l1tex__cycles_active.avg [cycle],11251,11261.53,9123642.56
l1tex__cycles_active.max [cycle],382534,382892,9297552
l1tex__cycles_active.min [cycle],0,0,8806154
l1tex__cycles_active.sum [cycle],382534,382892,310203847
l1tex__cycles_elapsed.avg [cycle],385002.47,386028.29,9285545.82
l1tex__cycles_elapsed.avg.per_second [Ghz],1.46,1.46,1.46
l1tex__cycles_elapsed.max [cycle],386422,387241,9304767
l1tex__cycles_elapsed.max.per_second [Ghz],1.47,1.47,1.47
l1tex__cycles_elapsed.min [cycle],383752,385066,9257048
l1tex__cycles_elapsed.min.per_second [Ghz],1.46,1.46,1.46
l1tex__cycles_elapsed.sum [cycle],13090084,13124962,315708558
l1tex__cycles_elapsed.sum.per_second [Ghz],49.69,49.75,49.80
l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,0,0,88573
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum,0,0,0
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum,0,0,49191
l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum,0,0,39714
l1tex__data_bank_reads.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,1.91
l1tex__data_bank_reads.max.pct_of_peak_sustained_elapsed [%],0.02,0.02,1.99
l1tex__data_bank_reads.min.pct_of_peak_sustained_elapsed [%],0,0,1.80
l1tex__data_bank_reads.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,1.91
l1tex__data_bank_writes.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,1.27
l1tex__data_bank_writes.max.pct_of_peak_sustained_elapsed [%],0.02,0.02,1.33
l1tex__data_bank_writes.min.pct_of_peak_sustained_elapsed [%],0,0,1.20
l1tex__data_bank_writes.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,1.27
l1tex__data_pipe_lsu_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0.03,0.03,24.80
l1tex__data_pipe_lsu_wavefronts.max.pct_of_peak_sustained_elapsed [%],0.88,0.88,25.66
l1tex__data_pipe_lsu_wavefronts.min.pct_of_peak_sustained_elapsed [%],0,0,23.42
l1tex__data_pipe_lsu_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0.03,0.03,24.80
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,1,1,12153288
l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,3.85
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum,0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum,0,0,3765699
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,1.19
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum,0,0,1280631
l1tex__data_pipe_lsu_wavefronts_mem_shared_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0.41
l1tex__data_pipe_tex_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.max.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.min.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__data_pipe_tex_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__f_wavefronts.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__f_wavefronts.max.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__f_wavefronts.min.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__f_wavefronts.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.00
l1tex__lsu_writeback_active.avg.pct_of_peak_sustained_elapsed [%],0.02,0.02,20.97
l1tex__lsu_writeback_active.max.pct_of_peak_sustained_elapsed [%],0.67,0.67,21.95
l1tex__lsu_writeback_active.min.pct_of_peak_sustained_elapsed [%],0,0,19.88
l1tex__lsu_writeback_active.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,20.97
l1tex__lsu_writeback_active_mem_lg.avg.peak_sustained,1,1,1
l1tex__lsu_writeback_active_mem_lg.avg.per_second [Mhz],0.29,0.29,286.04
l1tex__lsu_writeback_active_mem_lg.max.peak_sustained,1,1,1
l1tex__lsu_writeback_active_mem_lg.max.per_second [Mhz],9.81,9.80,300.07
l1tex__lsu_writeback_active_mem_lg.min.peak_sustained,1,1,1
l1tex__lsu_writeback_active_mem_lg.min.per_second [Mhz],0,0,270.61
l1tex__lsu_writeback_active_mem_lg.sum [cycle],2584,2584,61649542
l1tex__lsu_writeback_active_mem_lg.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,19.53
l1tex__lsu_writeback_active_mem_lg.sum.peak_sustained,34,34,34
l1tex__lsu_writeback_active_mem_lg.sum.per_second [Ghz],0.01,0.01,9.73
l1tex__lsuin_requests.avg.pct_of_peak_sustained_elapsed [%],0.04,0.04,44.19
l1tex__lsuin_requests.max.pct_of_peak_sustained_elapsed [%],1.49,1.49,45.89
l1tex__lsuin_requests.min.pct_of_peak_sustained_elapsed [%],0,0,42.07
l1tex__lsuin_requests.sum.pct_of_peak_sustained_elapsed [%],0.04,0.04,44.19
l1tex__m_l1tex2xbar_req_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.02,0.02,7.18
l1tex__m_l1tex2xbar_req_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.53,0.52,7.52
l1tex__m_l1tex2xbar_req_cycles_active.min.pct_of_peak_sustained_elapsed [%],0.00,0.00,6.92
l1tex__m_l1tex2xbar_req_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,7.18
l1tex__m_l1tex2xbar_write_bytes.sum [Mbyte],0.03,0.03,344.94
l1tex__m_l1tex2xbar_write_bytes.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,3.41
l1tex__m_l1tex2xbar_write_bytes.sum.per_second [Gbyte/s],0.10,0.10,54.42
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum [sector],797,797,10779457
l1tex__m_l1tex2xbar_write_sectors_mem_lg_op_st.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,3.41
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum [sector],0,0,0
l1tex__m_l1tex2xbar_write_sectors_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_bytes.sum [Mbyte],0.01,0.01,616.44
l1tex__m_xbar2l1tex_read_bytes.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,6.10
l1tex__m_xbar2l1tex_read_bytes.sum.per_second [Gbyte/s],0.05,0.05,97.25
l1tex__m_xbar2l1tex_read_sectors.avg.pct_of_peak_sustained_elapsed [%],0.00,0.00,6.10
l1tex__m_xbar2l1tex_read_sectors.max.pct_of_peak_sustained_elapsed [%],0.11,0.11,6.30
l1tex__m_xbar2l1tex_read_sectors.min.pct_of_peak_sustained_elapsed [%],0,0,5.82
l1tex__m_xbar2l1tex_read_sectors.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,6.10
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum [sector],424,424,19314624
l1tex__m_xbar2l1tex_read_sectors_mem_lg_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,6.12
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum [sector],0,0,0
l1tex__m_xbar2l1tex_read_sectors_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum,2344,2344,55318219
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,17.52
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum,0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum,2,2,2482786
l1tex__t_output_wavefronts_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.79
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum,240,240,1942834
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.62
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum,798,798,403082
l1tex__t_output_wavefronts_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,0.13
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum,0,0,0
l1tex__t_output_wavefronts_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum,2344,2344,54747219
l1tex__t_requests_pipe_lsu_mem_global_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.02,0.02,17.34
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum,0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum,2,2,1973903
l1tex__t_requests_pipe_lsu_mem_global_op_st.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.63
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum,240,240,1942834
l1tex__t_requests_pipe_lsu_mem_local_op_ld.sum.pct_of_peak_sustained_elapsed [%],0.00,0.00,0.62
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum,798,798,403082
l1tex__t_requests_pipe_lsu_mem_local_op_st.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,0.13
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_surface_op_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_requests_pipe_tex_mem_texture.sum,0,0,0
l1tex__t_requests_pipe_tex_mem_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
l1tex__t_sector_hit_rate.pct [%],86.70,86.70,74.17
l1tex__t_sector_pipe_lsu_mem_global_op_atom_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_global_op_ld_hit_rate.pct [%],81.91,81.91,75.51
l1tex__t_sector_pipe_lsu_mem_global_op_red_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_lsu_mem_global_op_st_hit_rate.pct [%],0,0,85.46
l1tex__t_sector_pipe_lsu_mem_local_op_ld_hit_rate.pct [%],100,100,60.23
l1tex__t_sector_pipe_lsu_mem_local_op_st_hit_rate.pct [%],96.99,96.99,16.49
l1tex__t_sector_pipe_tex_mem_surface_op_atom_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_ld_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_red_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_surface_op_st_hit_rate.pct [%],0,0,0
l1tex__t_sector_pipe_tex_mem_texture_op_tex_hit_rate.pct [%],0,0,0
l1tex__t_sectors.avg [sector],99.53,99.53,2477204.50
l1tex__t_sectors.max [sector],3384,3384,2598214
l1tex__t_sectors.min [sector],0,0,2368470
l1tex__t_sectors.sum [sector],3384,3384,84224953
l1tex__t_sectors_pipe_lsu_mem_global_op_atom.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_atom_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_ld.sum [sector],2344,2344,65792192
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_hit.sum [sector],1920,1920,49676778
l1tex__t_sectors_pipe_lsu_mem_global_op_ld_lookup_miss.sum [sector],424,424,16115414
l1tex__t_sectors_pipe_lsu_mem_global_op_red.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_red_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_lsu_mem_global_op_st.sum [sector],2,2,9285282
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_hit.sum [sector],0,0,7935296
l1tex__t_sectors_pipe_lsu_mem_global_op_st_lookup_miss.sum [sector],2,2,1349986
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.avg.per_second [sector/us],0.03,0.03,35.51
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.max.per_second [sector/us],0.91,0.91,37.09
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.min.per_second [sector/us],0,0,33.65
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum [sector],240,240,7654096
l1tex__t_sectors_pipe_lsu_mem_local_op_ld.sum.per_second [sector/ns],0.00,0.00,1.21
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_hit.sum [sector],240,240,4609804
l1tex__t_sectors_pipe_lsu_mem_local_op_ld_lookup_miss.sum [sector],0,0,3044292
l1tex__t_sectors_pipe_lsu_mem_local_op_st.avg.per_second [sector/us],0.09,0.09,6.94
l1tex__t_sectors_pipe_lsu_mem_local_op_st.max.per_second [sector/us],3.03,3.02,7.40
l1tex__t_sectors_pipe_lsu_mem_local_op_st.min.per_second [sector/us],0,0,6.43
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum [sector],798,798,1495088
l1tex__t_sectors_pipe_lsu_mem_local_op_st.sum.per_second [sector/us],3.03,3.02,235.86
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_hit.sum [sector],774,774,246552
l1tex__t_sectors_pipe_lsu_mem_local_op_st_lookup_miss.sum [sector],24,24,1248536
l1tex__t_sectors_pipe_tex_mem_surface_op_atom.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_hit.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_atom_lookup_miss.sum [sector],0,0,0
l1tex__t_sectors_pipe_tex_mem_surface_op_ld.sum [sector],0,0,0
