ID,0,1,2
sm__ops_path_tensor_src_int8.max,0,0,0
sm__ops_path_tensor_src_int8.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8.max.peak_sustained,2048,2048,2048
sm__ops_path_tensor_src_int8.max.peak_sustained_elapsed.per_second,2992852923314.35,2996823243999.20,2999979467754.45
sm__ops_path_tensor_src_int8.max.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8.max.per_second,0,0,0
sm__ops_path_tensor_src_int8.min,0,0,0
sm__ops_path_tensor_src_int8.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8.min.peak_sustained,2048,2048,2048
sm__ops_path_tensor_src_int8.min.peak_sustained_elapsed.per_second,2992852923314.35,2996823243999.20,2999979467754.45
sm__ops_path_tensor_src_int8.min.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8.min.per_second,0,0,0
sm__ops_path_tensor_src_int8.sum,0,0,0
sm__ops_path_tensor_src_int8.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__ops_path_tensor_src_int8.sum.peak_sustained,69632,69632,69632
sm__ops_path_tensor_src_int8.sum.peak_sustained_elapsed.per_second,101756999392687.97,101891990295972.83,101999301903651.31
sm__ops_path_tensor_src_int8.sum.per_cycle_elapsed,0,0,0
sm__ops_path_tensor_src_int8.sum.per_second,0,0,0
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_active [%],2.08,2.08,20.18
sm__pipe_alu_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.06,0.06,19.82
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_active [%],70.66,70.59,21.15
sm__pipe_alu_cycles_active.max.pct_of_peak_sustained_elapsed [%],2.06,2.06,20.78
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_active [%],0,0,19.33
sm__pipe_alu_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,18.99
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_active [%],2.08,2.08,20.18
sm__pipe_alu_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.06,0.06,19.82
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_active [%],0.36,0.36,8.27
sm__pipe_fma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0.01,0.01,8.12
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_active [%],12.33,12.32,8.60
sm__pipe_fma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0.36,0.36,8.45
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_active [%],0,0,7.87
sm__pipe_fma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,7.73
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_active [%],0.36,0.36,8.27
sm__pipe_fma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,8.12
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,58.53
sm__pipe_fp64_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,57.51
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_active [%],0,0,60.84
sm__pipe_fp64_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,59.78
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_active [%],0,0,55.24
sm__pipe_fp64_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,54.28
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,58.53
sm__pipe_fp64_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,57.51
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_shared_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_shared_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_shared_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_shared_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_shared_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_shared_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_shared_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_hmma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.avg.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.max.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.min.pct_of_peak_sustained_elapsed [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_active [%],0,0,0
sm__pipe_tensor_op_imma_cycles_active.sum.pct_of_peak_sustained_elapsed [%],0,0,0
sm__sass_thread_inst_executed_op_dfma_pred_on.avg.peak_sustained [inst/cycle],2,2,2
sm__sass_thread_inst_executed_op_dfma_pred_on.max.peak_sustained [inst/cycle],2,2,2
sm__sass_thread_inst_executed_op_dfma_pred_on.min.peak_sustained [inst/cycle],2,2,2
sm__sass_thread_inst_executed_op_dfma_pred_on.sum.peak_sustained [inst/cycle],68,68,68
sm__sass_thread_inst_executed_op_ffma_pred_on.avg.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_ffma_pred_on.max.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_ffma_pred_on.min.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_ffma_pred_on.sum.peak_sustained [inst/cycle],2176,2176,2176
sm__sass_thread_inst_executed_op_hfma_pred_on.avg.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_hfma_pred_on.max.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_hfma_pred_on.min.peak_sustained [inst/cycle],64,64,64
sm__sass_thread_inst_executed_op_hfma_pred_on.sum.peak_sustained [inst/cycle],2176,2176,2176
sm__throughput.max.pct_of_peak_sustained_elapsed [%],2.29,2.29,59.78
sm__throughput.min.pct_of_peak_sustained_elapsed [%],0,0,54.28
sm__throughput.sum.pct_of_peak_sustained_elapsed [%],0.07,0.07,57.51
sm__warps_active.avg.pct_of_peak_sustained_active [%],3.13,3.12,92.45
sm__warps_active.avg.per_cycle_active [warp],1.00,1.00,29.58
sm__warps_active.max.pct_of_peak_sustained_active [%],106.50,106.18,95.39
sm__warps_active.max.per_cycle_active [warp],34.08,33.98,30.52
sm__warps_active.min.pct_of_peak_sustained_active [%],0,0,90.68
sm__warps_active.min.per_cycle_active [warp],0,0,29.02
sm__warps_active.sum.pct_of_peak_sustained_active [%],3.13,3.12,92.45
sm__warps_active.sum.per_cycle_active [warp],34.08,33.98,1005.85
smsp__average_warp_latency_per_inst_issued.ratio [cycle],10.88,10.86,29.84
smsp__average_warps_active_per_inst_executed.ratio [cycle],11.02,11.00,30.27
smsp__average_warps_issue_stalled_barrier_per_issue_active.ratio [inst],0,0,12.87
smsp__average_warps_issue_stalled_branch_resolving_per_issue_active.ratio [inst],0.94,0.94,0.53
smsp__average_warps_issue_stalled_dispatch_stall_per_issue_active.ratio [inst],0.00,0.00,0.06
smsp__average_warps_issue_stalled_drain_per_issue_active.ratio [inst],0.00,0.00,0.00
smsp__average_warps_issue_stalled_imc_miss_per_issue_active.ratio [inst],0.03,0.03,0.00
smsp__average_warps_issue_stalled_lg_throttle_per_issue_active.ratio [inst],0,0,2.64
smsp__average_warps_issue_stalled_long_scoreboard_per_issue_active.ratio [inst],4.86,4.84,8.32
smsp__average_warps_issue_stalled_math_pipe_throttle_per_issue_active.ratio [inst],0,0,0.14
smsp__average_warps_issue_stalled_membar_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_mio_throttle_per_issue_active.ratio [inst],0,0,0.12
smsp__average_warps_issue_stalled_misc_per_issue_active.ratio [inst],0.01,0.01,0.01
smsp__average_warps_issue_stalled_no_instruction_per_issue_active.ratio [inst],0.34,0.34,0.78
smsp__average_warps_issue_stalled_not_selected_per_issue_active.ratio [inst],0,0,0.55
smsp__average_warps_issue_stalled_selected_per_issue_active.ratio [inst],1,1,1.00
smsp__average_warps_issue_stalled_short_scoreboard_per_issue_active.ratio [inst],0.11,0.11,0.36
smsp__average_warps_issue_stalled_sleeping_per_issue_active.ratio [inst],0,0,0
smsp__average_warps_issue_stalled_tex_throttle_per_issue_active.ratio [inst],0,0,0.00
smsp__average_warps_issue_stalled_wait_per_issue_active.ratio [inst],3.57,3.57,2.44
smsp__branch_targets_threads_divergent [branches],0 {967},0 {967},290522 {443}
smsp__cycles_active.avg [cycle],2817.51,2816.87,9129345.22
smsp__cycles_active.max [cycle],383182,383094,9278891
smsp__cycles_active.min [cycle],0,0,8877706
smsp__cycles_active.sum [cycle],383182,383094,1241590950
smsp__cycles_elapsed.avg [cycle],385002.47,386028.29,9285545.82
smsp__cycles_elapsed.avg.per_second [Ghz],1.46,1.46,1.46
smsp__cycles_elapsed.max [cycle],386422,387241,9304767
smsp__cycles_elapsed.max.per_second [Ghz],1.47,1.47,1.47
smsp__cycles_elapsed.min [cycle],383752,385066,9257048
smsp__cycles_elapsed.min.per_second [Ghz],1.46,1.46,1.46
smsp__cycles_elapsed.sum [cycle],52360336,52499848,1262834232
smsp__cycles_elapsed.sum.per_second [Ghz],198.74,199.01,199.22
smsp__imc_request_hit_rate.pct [%],99.89,99.89,99.97
smsp__imc_requests.sum [cycle],2723,2723,18994806
smsp__imc_requests.sum.pct_of_peak_sustained_elapsed [%],0.01,0.01,1.50
smsp__inst_executed.avg [inst],256.10,256.10,2231318.51
smsp__inst_executed.max [inst],34829,34829,2343313
smsp__inst_executed.min [inst],0,0,2137192
smsp__inst_executed.sum [inst],34829,34829,303459317
smsp__inst_executed_op_branch.avg [inst],68.93,68.93,219064.28
smsp__inst_executed_op_branch.max [inst],9375,9375,230698
smsp__inst_executed_op_branch.min [inst],0,0,202756
smsp__inst_executed_op_branch.sum [inst],9375,9375,29792742
smsp__inst_executed_op_generic_atom_dot_alu.sum [inst],0,0,0
smsp__inst_executed_op_generic_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_generic_atom_dot_cas.sum [inst],0,0,0
smsp__inst_executed_op_generic_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_global_red.sum [inst],0,0,0
smsp__inst_executed_op_global_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_ldsm.sum [inst],0,0,0
smsp__inst_executed_op_ldsm.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_shared_atom.sum [inst],0,0,0
smsp__inst_executed_op_shared_atom.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_atom_dot_alu.sum [inst],0,0,0
smsp__inst_executed_op_surface_atom_dot_alu.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_atom_dot_cas.sum [inst],0,0,0
smsp__inst_executed_op_surface_atom_dot_cas.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_ld.sum [inst],0,0,0
smsp__inst_executed_op_surface_ld.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_red.sum [inst],0,0,0
smsp__inst_executed_op_surface_red.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_surface_st.sum [inst],0,0,0
smsp__inst_executed_op_surface_st.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_executed_op_texture.sum [inst],0,0,0
smsp__inst_executed_op_texture.sum.pct_of_peak_sustained_elapsed [%],0,0,0
smsp__inst_issued.avg [inst],259.43,259.43,2263805.22
smsp__inst_issued.max [inst],35283,35283,2370786
smsp__inst_issued.min [inst],0,0,2102937
smsp__inst_issued.sum [inst],35283,35283,307877510
smsp__issue_active.avg.pct_of_peak_sustained_active [%],9.21,9.21,24.80
smsp__issue_active.avg.per_cycle_active,0.09,0.09,0.25
smsp__issue_active.max.pct_of_peak_sustained_active [%],1252.27,1252.56,25.97
smsp__issue_active.max.per_cycle_active,12.52,12.53,0.26
smsp__issue_active.min.pct_of_peak_sustained_active [%],0,0,23.03
smsp__issue_active.min.per_cycle_active,0,0,0.23
smsp__issue_active.sum.pct_of_peak_sustained_active [%],9.21,9.21,24.80
smsp__issue_active.sum.per_cycle_active,12.52,12.53,33.72
smsp__issue_inst0.avg.pct_of_peak_sustained_active [%],90.79,90.79,75.20
smsp__issue_inst0.max.pct_of_peak_sustained_active [%],12347.73,12347.44,75.67
smsp__issue_inst0.min.pct_of_peak_sustained_active [%],0,0,74.21
smsp__issue_inst0.sum.pct_of_peak_sustained_active [%],90.79,90.79,75.20
smsp__maximum_warps_avg_per_active_cycle [warp],4,4,8
smsp__pcsamp_aggregated_passes [pass],2,2,2
smsp__pcsamp_buffer_overflow,0,0,0
smsp__pcsamp_buffer_size_bytes [Mbyte],33.55,33.55,33.55
smsp__pcsamp_dropped_bytes [byte],0,0,0
smsp__pcsamp_interval,5,5,5
smsp__pcsamp_interval_cycles [cycle],1024,1024,1024
smsp__pcsamp_sample_count,371 {108},374 {108},303891 {1355}
smsp__pcsamp_warps_issue_stalled_barrier [issue],0 {108},0 {108},129268 {1355}
smsp__pcsamp_warps_issue_stalled_barrier_not_issued [issue],0 {108},0 {108},101287 {1355}
smsp__pcsamp_warps_issue_stalled_branch_resolving [branches],34 {108},29 {108},5610 {1355}
smsp__pcsamp_warps_issue_stalled_branch_resolving_not_issued [branches],34 {108},29 {108},4241 {1355}
smsp__pcsamp_warps_issue_stalled_dispatch_stall [issue],0 {108},0 {108},691 {1355}
smsp__pcsamp_warps_issue_stalled_dispatch_stall_not_issued [issue],0 {108},0 {108},217 {1355}
smsp__pcsamp_warps_issue_stalled_drain [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_drain_not_issued [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_imc_miss [issue],1 {108},1 {108},31 {1355}
smsp__pcsamp_warps_issue_stalled_imc_miss_not_issued [issue],1 {108},1 {108},29 {1355}
smsp__pcsamp_warps_issue_stalled_lg_throttle [issue],0 {108},0 {108},24923 {1355}
smsp__pcsamp_warps_issue_stalled_lg_throttle_not_issued [issue],0 {108},0 {108},20466 {1355}
smsp__pcsamp_warps_issue_stalled_long_scoreboard [issue],155 {108},178 {108},87920 {1355}
smsp__pcsamp_warps_issue_stalled_long_scoreboard_not_issued [issue],155 {108},178 {108},69525 {1355}
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle [issue],0 {108},0 {108},1330 {1355}
smsp__pcsamp_warps_issue_stalled_math_pipe_throttle_not_issued [issue],0 {108},0 {108},730 {1355}
smsp__pcsamp_warps_issue_stalled_membar [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_membar_not_issued [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_mio_throttle [issue],0 {108},0 {108},1152 {1355}
smsp__pcsamp_warps_issue_stalled_mio_throttle_not_issued [issue],0 {108},0 {108},938 {1355}
smsp__pcsamp_warps_issue_stalled_misc [issue],1 {108},1 {108},81 {1355}
smsp__pcsamp_warps_issue_stalled_misc_not_issued [issue],1 {108},1 {108},55 {1355}
smsp__pcsamp_warps_issue_stalled_no_instructions [inst],12 {108},7 {108},7942 {1355}
smsp__pcsamp_warps_issue_stalled_no_instructions_not_issued [inst],12 {108},7 {108},5986 {1355}
smsp__pcsamp_warps_issue_stalled_not_selected [issue],0 {108},0 {108},5147 {1355}
smsp__pcsamp_warps_issue_stalled_not_selected_not_issued [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_selected [issue],44 {108},35 {108},10416 {1355}
smsp__pcsamp_warps_issue_stalled_selected_not_issued [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_short_scoreboard [issue],5 {108},4 {108},3772 {1355}
smsp__pcsamp_warps_issue_stalled_short_scoreboard_not_issued [issue],5 {108},4 {108},2829 {1355}
smsp__pcsamp_warps_issue_stalled_sleeping [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_sleeping_not_issued [issue],0 {108},0 {108},0 {1355}
smsp__pcsamp_warps_issue_stalled_tex_throttle [issue],0 {108},0 {108},48 {1355}
smsp__pcsamp_warps_issue_stalled_tex_throttle_not_issued [issue],0 {108},0 {108},47 {1355}
smsp__pcsamp_warps_issue_stalled_wait [issue],119 {108},119 {108},25560 {1355}
smsp__pcsamp_warps_issue_stalled_wait_not_issued [issue],117 {108},118 {108},18526 {1355}
smsp__sass_average_branch_targets_threads_uniform.pct [%],100,100,98.38
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.max_rate [byte/sector],32,32,32
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.ratio [byte/sector],5.71,5.71,4.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.max_rate [byte/sector],32,32,32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.ratio [byte/sector],2.50,2.50,22.58
smsp__sass_average_data_bytes_per_sector_mem_local_op_ld.max_rate [byte/sector],32,32,32
smsp__sass_average_data_bytes_per_sector_mem_local_op_ld.ratio [byte/sector],41.68,41.68,8.10
smsp__sass_average_data_bytes_per_sector_mem_local_op_st.max_rate [byte/sector],32,32,32
smsp__sass_average_data_bytes_per_sector_mem_local_op_st.ratio [byte/sector],3.98,3.98,1.08
smsp__sass_branch_targets_threads_divergent.avg [branches],0,0,2136.19
smsp__sass_branch_targets_threads_divergent.max [branches],0,0,2419
smsp__sass_branch_targets_threads_divergent.min [branches],0,0,1765
smsp__sass_branch_targets_threads_divergent.sum [branches],0,0,290522
smsp__sass_inst_executed_op_global_ld.sum [inst],2344,2344,54747219
smsp__sass_inst_executed_op_global_st.sum [inst],2,2,1973903
smsp__sass_inst_executed_op_local_ld.sum [inst],120,120,1126062
smsp__sass_inst_executed_op_local_st.sum [inst],401,401,162796
smsp__sass_inst_executed_op_shared_ld.sum [inst],0,0,3716508
smsp__sass_inst_executed_op_shared_st.sum [inst],0,0,1212457
smsp__sass_thread_inst_executed_op_dadd_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0.02
smsp__sass_thread_inst_executed_op_dadd_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0.02
smsp__sass_thread_inst_executed_op_dadd_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0.01
smsp__sass_thread_inst_executed_op_dadd_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,2.24
smsp__sass_thread_inst_executed_op_dfma_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0.05
smsp__sass_thread_inst_executed_op_dfma_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0.06
smsp__sass_thread_inst_executed_op_dfma_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0.04
smsp__sass_thread_inst_executed_op_dfma_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,7.08
smsp__sass_thread_inst_executed_op_dmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0.01
smsp__sass_thread_inst_executed_op_dmul_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0.01
smsp__sass_thread_inst_executed_op_dmul_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0.01
smsp__sass_thread_inst_executed_op_dmul_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,1.69
smsp__sass_thread_inst_executed_op_fadd_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_fadd_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_fadd_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_fadd_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_ffma_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0.00
smsp__sass_thread_inst_executed_op_ffma_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0.00
smsp__sass_thread_inst_executed_op_ffma_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0.00
smsp__sass_thread_inst_executed_op_ffma_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,0.51
smsp__sass_thread_inst_executed_op_fmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_fmul_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_fmul_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_fmul_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hadd_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hadd_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hadd_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hadd_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hfma_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hfma_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hfma_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hfma_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hmul_pred_on.avg.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hmul_pred_on.max.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hmul_pred_on.min.per_cycle_elapsed [inst/cycle],0,0,0
smsp__sass_thread_inst_executed_op_hmul_pred_on.sum.per_cycle_elapsed [inst/cycle],0,0,0
smsp__thread_inst_executed_per_inst_executed.ratio,1,1,26.34
